PersPerFam,PctHousLess3BR,householdsize,NumIlleg,state,PersPerRentOccHous,PctHousOwnOcc,PctWorkMomYoungKids,MedRentPctHousInc,NumUnderPov,ViolentCrimesPerPop
0.73,0.0,0.09531017980432487,0.009950330853168083,35,0.54,0.5,0.55,0.62,0.009950330853168083,0.06
0.31,0.5,0.26236426446749106,0.07696104113612832,63,0.5,0.46,0.34,0.24,0.09531017980432487,0.03
0.68,0.5,0.019802627296179712,0.0,35,0.66,0.58,0.39,0.16,0.009950330853168083,0.1
0.67,0.5,0.07696104113612832,0.0,53,0.62,0.64,0.31,0.19,0.039220713153281295,0.53
0.55,0.0,0.009950330853168083,0.009950330853168083,31,0.39,0.36,0.65,0.66,0.019802627296179712,0.59
0.66,0.0,0.4637340162321401,0.0295588022415444,21,0.27,0.27,0.44,0.61,0.07696104113612832,0.67
0.58,0.0,0.009950330853168083,0.019802627296179712,53,0.49,0.5,0.21,0.59,0.04879016416943201,0.01
0.78,0.5,0.04879016416943201,0.0,28,0.72,0.68,0.7,0.45,0.009950330853168083,0.05
0.52,0.5,0.3074846997479606,0.009950330853168083,15,0.54,0.5,0.36,0.47,0.019802627296179712,0.14
0.59,0.0,0.019802627296179712,0.019802627296179712,28,0.32,0.36,0.36,0.73,0.04879016416943201,0.35
0.67,0.5,0.04879016416943201,0.009950330853168083,28,0.55,0.55,0.64,0.27,0.019802627296179712,0.17
0.91,0.5,0.08617769624105233,0.0,39,0.84,0.8,0.32,0.51,0.0,0.05
0.23,0.0,0.598836501088704,0.12221763272424921,1,0.09,0.12,0.54,0.35,0.07696104113612832,0.69
0.9,0.5,0.039220713153281295,0.009950330853168083,45,0.89,0.86,0.38,0.42,0.009950330853168083,0.11
0.82,0.0,0.009950330853168083,0.009950330853168083,41,0.23,0.24,0.25,0.42,0.13976194237515868,0.24
0.82,0.5,0.0295588022415444,0.0,49,0.79,0.72,0.5,0.35,0.009950330853168083,0.35
0.56,0.0,0.2151113796169455,0.0295588022415444,9,0.51,0.46,0.48,0.6,0.0295588022415444,0.27
0.79,0.5,0.019802627296179712,0.009950330853168083,29,0.82,0.81,0.33,0.75,0.0295588022415444,0.13
0.82,0.5,0.10436001532424277,0.0,43,0.89,0.88,0.69,0.16,0.0,0.36
0.91,0.5,0.2151113796169455,0.0,27,0.26,0.34,0.43,0.42,0.0,0.34
0.72,0.5,0.0,0.009950330853168083,63,0.7,0.62,0.62,0.32,0.019802627296179712,0.08
0.59,0.0,0.009950330853168083,0.04879016416943201,9,0.52,0.47,0.61,0.41,0.10436001532424277,0.05
0.87,0.5,0.019802627296179712,0.0,3,0.74,0.65,0.16,0.56,0.0,0.03
0.72,0.0,0.039220713153281295,0.0,53,0.14,0.14,0.49,0.09,0.04879016416943201,0.03
0.81,0.5,0.04879016416943201,0.0,7,0.75,0.72,0.73,0.57,0.0,0.12
0.65,0.0,0.0,0.009950330853168083,13,0.55,0.47,0.72,0.25,0.0295588022415444,0.06
0.76,0.5,0.039220713153281295,0.0,49,0.75,0.75,0.62,0.3,0.009950330853168083,0.32
0.87,0.5,0.0,0.0,21,0.67,0.62,0.28,0.43,0.04879016416943201,0.19
0.43,0.5,0.14842000511827327,0.009950330853168083,69,0.49,0.44,0.58,0.44,0.019802627296179712,0.14
0.76,0.5,0.019802627296179712,0.019802627296179712,9,0.71,0.65,0.6,0.49,0.019802627296179712,0.51
0.83,0.5,0.019802627296179712,0.0,3,0.76,0.71,0.21,0.54,0.0,0.01
0.63,0.5,0.3435897043900769,0.009950330853168083,53,0.55,0.55,0.38,0.37,0.0295588022415444,0.59
0.48,0.0,0.3987761199573678,0.009950330853168083,53,0.65,0.63,0.71,0.25,0.009950330853168083,0.09
0.61,0.5,0.009950330853168083,0.009950330853168083,53,0.59,0.58,0.6,0.39,0.009950330853168083,0.1
0.4,0.5,0.3435897043900769,0.11332868530700317,65,0.61,0.59,0.65,0.2,0.12221763272424921,0.09
0.38,0.5,0.20701416938432612,0.10436001532424277,49,0.49,0.47,0.39,0.22,0.13976194237515868,0.03
0.33,0.5,0.5306282510621704,0.039220713153281295,31,0.47,0.48,0.55,0.31,0.058268908123975775,0.28
0.49,0.0,0.27002713721306015,0.009950330853168083,31,0.3,0.29,0.71,0.39,0.019802627296179712,0.1
0.69,0.5,0.009950330853168083,0.009950330853168083,25,0.51,0.46,0.85,0.34,0.0,0.12
0.83,0.5,0.009950330853168083,0.0,11,0.74,0.71,0.72,0.72,0.0,0.67
0.91,0.5,0.009950330853168083,0.0,53,0.93,0.92,0.39,0.59,0.0,0.02
0.85,0.5,0.019802627296179712,0.0,3,0.8,0.76,0.46,0.51,0.009950330853168083,0.29
0.52,0.5,0.5709795465857378,0.0295588022415444,3,0.55,0.53,0.57,0.63,0.019802627296179712,0.36
0.25,0.5,0.173953307123438,0.11332868530700317,11,0.46,0.46,0.48,0.21,0.12221763272424921,0.11
0.86,0.5,0.058268908123975775,0.0,39,0.85,0.81,0.43,0.56,0.0,0.03
0.41,0.0,0.3293037471426004,0.12221763272424921,39,0.15,0.13,0.48,0.71,0.13976194237515868,0.35
0.75,0.5,0.23901690047049992,0.058268908123975775,37,0.7,0.7,0.39,0.89,0.08617769624105233,0.25
0.62,0.5,0.41871033485818504,0.009950330853168083,31,0.34,0.36,0.45,0.53,0.0295588022415444,0.06
0.52,0.0,0.23111172096338664,0.009950330853168083,31,0.31,0.34,0.27,0.41,0.04879016416943201,0.45
0.66,0.5,0.0,0.009950330853168083,31,0.61,0.58,0.69,0.14,0.0295588022415444,0.23
0.53,0.0,0.0,0.08617769624105233,65,0.46,0.46,0.23,0.45,0.13976194237515868,0.32
0.61,0.5,0.12221763272424921,0.009950330853168083,29,0.53,0.48,0.49,0.54,0.009950330853168083,0.04
0.23,0.0,0.2468600779315258,0.0295588022415444,31,0.54,0.6,0.27,0.69,0.039220713153281295,0.02
0.23,0.0,0.4637340162321401,0.12221763272424921,79,0.31,0.31,0.45,0.41,0.13976194237515868,0.16
0.5,0.0,0.3435897043900769,0.009950330853168083,33,0.43,0.44,0.58,0.2,0.019802627296179712,0.12
0.73,0.5,0.18232155679395465,0.009950330853168083,33,0.58,0.65,0.28,0.17,0.019802627296179712,0.2
0.52,0.5,0.04879016416943201,0.009950330853168083,48,0.46,0.52,0.21,0.54,0.019802627296179712,0.51
0.48,0.5,0.08617769624105233,0.019802627296179712,48,0.51,0.53,0.33,0.51,0.039220713153281295,0.18
0.53,0.5,0.019802627296179712,0.009950330853168083,3,0.7,0.65,0.73,0.42,0.009950330853168083,0.3
0.36,0.0,0.058268908123975775,0.019802627296179712,48,0.45,0.5,0.33,0.54,0.0295588022415444,0.37
0.3,0.5,0.598836501088704,0.09531017980432487,51,0.4,0.41,0.66,0.32,0.07696104113612832,0.31
0.59,0.0,0.2151113796169455,0.019802627296179712,64,0.48,0.43,0.57,0.74,0.019802627296179712,0.04
0.23,0.0,0.598836501088704,0.07696104113612832,47,0.31,0.4,0.57,0.42,0.09531017980432487,0.18
0.43,0.0,0.1988508587451652,0.0295588022415444,71,0.37,0.38,0.57,0.59,0.0295588022415444,0.48
0.45,0.0,0.26236426446749106,0.009950330853168083,48,0.51,0.51,0.62,0.32,0.009950330853168083,0.09
0.71,0.5,0.1310282624064041,0.009950330853168083,1,0.65,0.63,0.56,0.57,0.009950330853168083,0.07
0.74,0.0,0.019802627296179712,0.0,33,0.75,0.81,0.54,0.51,0.009950330853168083,0.27
0.72,0.5,0.0,0.0,33,0.62,0.61,0.76,0.13,0.009950330853168083,0.3
0.72,0.0,0.0295588022415444,0.0,3,0.26,0.23,0.27,0.64,0.009950330853168083,0.34
0.83,0.5,0.009950330853168083,0.0,1,0.84,0.83,0.23,0.68,0.009950330853168083,0.07
0.74,0.0,0.07696104113612832,0.009950330853168083,48,0.68,0.69,0.31,0.14,0.019802627296179712,0.17
0.28,0.5,0.598836501088704,0.039220713153281295,64,0.5,0.52,0.49,0.38,0.058268908123975775,0.17
0.53,0.0,0.058268908123975775,0.019802627296179712,17,0.28,0.26,0.19,0.64,0.0295588022415444,0.34
0.81,0.0,0.0,0.0,3,0.54,0.46,0.19,0.35,0.0,0.07
0.36,0.0,0.13976194237515868,0.04879016416943201,63,0.42,0.39,0.49,0.22,0.07696104113612832,0.35
0.82,0.5,0.019802627296179712,0.0,11,0.78,0.75,0.51,0.34,0.0,0.04
0.53,0.0,0.08617769624105233,0.009950330853168083,48,0.39,0.43,0.53,0.09,0.019802627296179712,1.0
0.9,0.5,0.009950330853168083,0.0,19,0.87,0.82,0.33,0.47,0.0,0.48
0.26,0.0,0.5128236264286637,0.039220713153281295,64,0.38,0.41,0.66,0.41,0.039220713153281295,0.03
0.67,0.0,0.019802627296179712,0.0,64,0.55,0.56,0.57,0.44,0.039220713153281295,0.07
0.64,0.0,0.13976194237515868,0.06765864847381481,23,0.43,0.49,0.48,0.92,0.11332868530700317,0.05
0.7,0.5,0.009950330853168083,0.0,9,0.57,0.53,0.54,0.5,0.009950330853168083,0.12
0.87,0.5,0.12221763272424921,0.0,79,0.79,0.69,0.61,0.37,0.0,0.04
0.23,0.5,0.598836501088704,0.07696104113612832,63,0.46,0.48,0.61,0.27,0.09531017980432487,0.08
0.75,0.5,0.0,0.0,5,0.79,0.76,0.74,0.5,0.0,0.1
0.77,0.5,0.0295588022415444,0.0,31,0.56,0.51,0.39,0.64,0.0,0.0
0.59,0.5,0.13976194237515868,0.019802627296179712,65,0.43,0.43,0.43,0.32,0.039220713153281295,0.04
0.84,0.0,0.04879016416943201,0.0,3,0.66,0.59,0.83,0.47,0.0,0.02
0.66,0.0,0.08617769624105233,0.10436001532424277,81,0.53,0.52,0.71,0.69,0.13976194237515868,0.18
0.36,0.0,0.019802627296179712,0.009950330853168083,64,0.39,0.38,0.36,0.44,0.04879016416943201,0.58
0.72,0.5,0.039220713153281295,0.0,48,0.64,0.66,0.6,0.54,0.0,0.08
0.49,0.5,0.33647223662121295,0.039220713153281295,64,0.52,0.53,0.71,0.23,0.039220713153281295,0.04
0.66,0.5,0.0,0.0,48,0.61,0.61,0.7,0.22,0.0295588022415444,0.09
0.28,0.0,0.4510756193602167,0.06765864847381481,20,0.26,0.27,0.54,0.42,0.12221763272424921,0.06
0.61,0.5,0.12221763272424921,0.009950330853168083,48,0.59,0.58,0.59,0.29,0.019802627296179712,0.08
0.54,0.5,0.3920420877760237,0.009950330853168083,33,0.5,0.5,0.49,0.35,0.019802627296179712,0.08
0.23,0.0,0.598836501088704,0.12221763272424921,13,0.19,0.14,0.71,0.68,0.06765864847381481,0.1
0.91,0.5,0.039220713153281295,0.009950330853168083,3,0.82,0.76,0.0,0.54,0.0,0.03
0.79,0.5,0.019802627296179712,0.0,21,0.73,0.66,0.49,0.28,0.009950330853168083,0.28
0.23,0.5,0.598836501088704,0.019802627296179712,33,0.51,0.52,0.62,0.49,0.019802627296179712,0.06
0.7,0.5,0.0,0.009950330853168083,71,0.64,0.59,0.68,0.19,0.0295588022415444,0.04
0.5,0.0,0.30010459245033805,0.019802627296179712,64,0.52,0.56,0.63,0.23,0.0295588022415444,0.03
0.43,0.0,0.16551443847757338,0.0295588022415444,63,0.49,0.5,0.48,0.14,0.06765864847381481,0.07
0.37,0.0,0.37156355643248307,0.07696104113612832,23,0.3,0.33,0.51,0.34,0.13976194237515868,0.41
0.84,0.5,0.0,0.0,48,0.64,0.63,0.28,0.41,0.019802627296179712,0.22
0.66,0.5,0.058268908123975775,0.009950330853168083,64,0.75,0.71,0.71,0.2,0.009950330853168083,1.0
0.23,0.0,0.37156355643248307,0.06765864847381481,64,0.14,0.23,0.28,0.51,0.06765864847381481,0.1
0.57,0.5,0.14842000511827327,0.0,33,0.52,0.52,0.67,0.49,0.009950330853168083,0.06
0.9,0.5,0.009950330853168083,0.0,15,0.88,0.86,0.62,0.79,0.0,0.45
0.23,0.0,0.598836501088704,0.019802627296179712,33,0.35,0.39,0.47,0.51,0.019802627296179712,0.32
0.91,0.5,0.019802627296179712,0.0,47,0.89,0.86,0.45,0.32,0.009950330853168083,0.14
0.55,0.0,0.019802627296179712,0.009950330853168083,33,0.34,0.36,0.1,0.7,0.019802627296179712,0.09
0.7,0.5,0.039220713153281295,0.019802627296179712,23,0.73,0.69,0.44,0.66,0.019802627296179712,0.07
0.41,0.0,0.039220713153281295,0.08617769624105233,39,0.51,0.48,0.43,0.33,0.13976194237515868,0.6
0.53,0.0,0.0295588022415444,0.0,33,0.59,0.59,0.58,0.38,0.019802627296179712,0.18
0.83,0.5,0.3074846997479606,0.0,13,0.8,0.71,0.54,0.63,0.0,0.03
0.71,0.5,0.019802627296179712,0.0,21,0.58,0.57,0.32,0.59,0.009950330853168083,0.04
0.6,0.5,0.25464221837358075,0.009950330853168083,35,0.81,0.79,0.6,0.42,0.019802627296179712,0.51
0.64,0.5,0.019802627296179712,0.0,7,0.69,0.64,0.33,0.41,0.0,0.83
0.42,0.0,0.0295588022415444,0.039220713153281295,33,0.31,0.32,0.27,0.46,0.06765864847381481,0.02
0.91,1.0,0.0,0.009950330853168083,33,0.9,0.88,0.39,0.49,0.0295588022415444,0.08
0.34,0.0,0.4574248470388754,0.039220713153281295,64,0.39,0.4,0.67,0.23,0.04879016416943201,0.26
0.43,0.0,0.2851789422336624,0.019802627296179712,64,0.41,0.4,0.74,0.39,0.0295588022415444,0.23
0.28,0.5,0.598836501088704,0.0295588022415444,48,0.49,0.5,0.52,0.35,0.0295588022415444,0.49
0.46,0.0,0.009950330853168083,0.009950330853168083,48,0.49,0.47,0.06,0.2,0.0295588022415444,0.03
0.62,0.0,0.009950330853168083,0.0295588022415444,20,0.39,0.45,0.38,0.58,0.08617769624105233,0.04
0.42,0.0,0.2851789422336624,0.009950330853168083,48,0.49,0.51,0.72,0.37,0.019802627296179712,0.15
0.64,0.5,0.009950330853168083,0.0,48,0.71,0.76,0.5,0.6,0.009950330853168083,0.54
0.8,0.5,0.0295588022415444,0.0,64,0.58,0.56,0.43,0.96,0.009950330853168083,0.31
0.3,0.0,0.3435897043900769,0.0295588022415444,64,0.45,0.44,0.34,0.18,0.058268908123975775,0.39
0.65,0.0,0.08617769624105233,0.009950330853168083,63,0.36,0.32,0.63,0.44,0.019802627296179712,0.43
0.66,0.5,0.0295588022415444,0.009950330853168083,47,0.57,0.54,0.43,0.04,0.019802627296179712,0.5
0.54,0.0,0.07696104113612832,0.009950330853168083,64,0.41,0.4,0.4,0.18,0.039220713153281295,0.03
0.42,0.0,0.16551443847757338,0.009950330853168083,21,0.48,0.48,0.47,0.35,0.039220713153281295,0.08
0.72,0.5,0.009950330853168083,0.0,33,0.77,0.72,0.67,0.21,0.009950330853168083,0.04
0.91,0.5,0.019802627296179712,0.0,3,0.94,0.94,0.41,0.61,0.0,0.22
0.23,0.5,0.598836501088704,0.058268908123975775,21,0.43,0.45,0.84,0.49,0.058268908123975775,0.58
0.91,1.0,0.019802627296179712,0.0,17,0.94,0.92,0.45,0.46,0.0,0.01
0.91,0.5,0.019802627296179712,0.0,31,0.89,0.84,0.21,0.57,0.009950330853168083,0.1
0.39,0.0,0.10436001532424277,0.0295588022415444,21,0.27,0.34,0.33,0.28,0.058268908123975775,0.39
0.45,0.0,0.039220713153281295,0.009950330853168083,33,0.55,0.57,0.22,0.64,0.0295588022415444,0.09
0.62,0.5,0.26236426446749106,0.04879016416943201,1,0.56,0.54,0.52,0.61,0.039220713153281295,0.18
0.49,0.0,0.1906203596086497,0.0295588022415444,17,0.52,0.51,0.38,0.22,0.058268908123975775,0.8
0.82,0.5,0.0,0.0,13,0.78,0.74,0.7,0.34,0.009950330853168083,1.0
0.36,0.0,0.27002713721306015,0.12221763272424921,23,0.36,0.41,0.2,0.56,0.13976194237515868,0.4
0.69,0.5,0.019802627296179712,0.009950330853168083,17,0.6,0.53,0.51,0.5,0.019802627296179712,0.05
0.62,0.5,0.13976194237515868,0.009950330853168083,51,0.52,0.51,0.62,0.29,0.06765864847381481,0.21
0.81,0.5,0.0295588022415444,0.0,13,0.7,0.61,0.28,0.58,0.009950330853168083,0.68
0.63,0.0,0.009950330853168083,0.0,33,0.45,0.39,0.84,0.32,0.009950330853168083,0.32
0.51,0.5,0.2776317365982795,0.0295588022415444,55,0.54,0.55,0.67,0.33,0.04879016416943201,0.2
0.38,0.0,0.27002713721306015,0.12221763272424921,23,0.4,0.38,0.48,0.4,0.13976194237515868,0.62
0.41,0.5,0.23901690047049992,0.058268908123975775,93,0.52,0.53,0.3,0.18,0.12221763272424921,0.53
0.65,0.0,0.019802627296179712,0.009950330853168083,55,0.4,0.34,0.5,0.42,0.0295588022415444,0.25
0.6,0.0,0.26236426446749106,0.009950330853168083,33,0.45,0.47,0.06,0.27,0.019802627296179712,1.0
0.61,0.0,0.009950330853168083,0.0,3,0.54,0.51,0.57,0.35,0.009950330853168083,0.2
0.72,0.5,0.0295588022415444,0.009950330853168083,63,0.68,0.7,0.57,0.38,0.0295588022415444,0.21
0.5,0.5,0.11332868530700317,0.058268908123975775,59,0.57,0.54,0.55,0.34,0.08617769624105233,1.0
0.47,0.0,0.13976194237515868,0.009950330853168083,21,0.51,0.51,0.4,0.26,0.039220713153281295,0.1
0.55,0.0,0.0295588022415444,0.039220713153281295,23,0.46,0.48,0.51,0.68,0.07696104113612832,0.14
0.71,0.5,0.058268908123975775,0.009950330853168083,47,0.67,0.67,0.56,0.13,0.0295588022415444,0.01
0.87,0.5,0.07696104113612832,0.0,29,0.73,0.66,0.18,0.56,0.0,0.13
0.68,0.0,0.06765864847381481,0.009950330853168083,13,0.48,0.42,0.45,0.66,0.019802627296179712,0.22
0.63,0.5,0.08617769624105233,0.0,21,0.52,0.49,0.52,0.43,0.0295588022415444,0.1
0.61,0.5,0.019802627296179712,0.009950330853168083,48,0.59,0.6,0.87,0.51,0.019802627296179712,1.0
0.71,0.5,0.0,0.0,41,0.59,0.54,0.81,0.18,0.009950330853168083,0.69
0.74,0.0,0.09531017980432487,0.019802627296179712,29,0.74,0.74,0.68,0.51,0.0295588022415444,0.06
0.69,0.0,0.039220713153281295,0.009950330853168083,27,0.52,0.48,0.63,0.54,0.019802627296179712,0.66
0.4,0.0,0.36464311358790924,0.12221763272424921,49,0.36,0.33,0.52,0.35,0.13976194237515868,0.03
0.48,0.5,0.4637340162321401,0.009950330853168083,33,0.59,0.59,0.67,0.37,0.019802627296179712,0.16
0.41,0.5,0.12221763272424921,0.019802627296179712,11,0.44,0.41,0.56,0.44,0.039220713153281295,0.0
0.23,0.5,0.598836501088704,0.039220713153281295,48,0.41,0.42,0.51,0.32,0.039220713153281295,0.76
0.44,0.5,0.009950330853168083,0.009950330853168083,75,0.42,0.41,0.31,0.2,0.019802627296179712,0.71
0.6,0.0,0.009950330853168083,0.058268908123975775,20,0.65,0.65,0.38,0.66,0.058268908123975775,0.42
0.71,0.5,0.009950330853168083,0.0,1,0.56,0.5,0.74,0.61,0.009950330853168083,0.03
0.8,0.5,0.12221763272424921,0.0,3,0.68,0.56,0.27,0.58,0.0,0.53
0.69,0.5,0.009950330853168083,0.009950330853168083,47,0.58,0.56,0.61,0.49,0.0295588022415444,0.06
0.39,0.5,0.32208349916911333,0.12221763272424921,95,0.54,0.52,0.44,0.18,0.13976194237515868,0.18
0.75,0.5,0.0295588022415444,0.009950330853168083,21,0.64,0.67,0.43,0.91,0.009950330853168083,0.04
0.6,0.5,0.0,0.0,79,0.56,0.52,0.39,0.12,0.009950330853168083,0.1
0.62,0.5,0.16551443847757338,0.0,48,0.48,0.47,0.36,0.32,0.009950330853168083,0.06
0.55,0.5,0.3435897043900769,0.009950330853168083,5,0.59,0.52,0.54,0.47,0.0,0.04
0.75,0.5,0.009950330853168083,0.0,3,0.61,0.56,0.24,0.47,0.009950330853168083,0.16
0.23,0.0,0.598836501088704,0.0295588022415444,48,0.39,0.39,0.44,0.49,0.039220713153281295,0.24
0.7,0.0,0.12221763272424921,0.019802627296179712,17,0.6,0.51,0.35,0.61,0.0295588022415444,0.2
0.69,0.5,0.039220713153281295,0.009950330853168083,63,0.64,0.64,0.55,0.52,0.019802627296179712,0.35
0.69,0.5,0.058268908123975775,0.0,71,0.57,0.5,0.73,0.39,0.009950330853168083,0.04
0.85,0.5,0.019802627296179712,0.0,21,0.79,0.71,0.64,0.39,0.0,0.05
0.33,0.0,0.09531017980432487,0.06765864847381481,17,0.0,0.0,0.35,0.91,0.09531017980432487,0.72
0.56,0.0,0.039220713153281295,0.019802627296179712,48,0.59,0.58,0.41,0.56,0.009950330853168083,0.06
0.75,0.5,0.07696104113612832,0.0,23,0.67,0.66,0.2,0.49,0.009950330853168083,0.62
0.8,0.5,0.09531017980432487,0.009950330853168083,64,0.77,0.7,0.32,0.12,0.009950330853168083,1.0
0.82,0.5,0.0295588022415444,0.0,64,0.63,0.54,0.63,0.35,0.009950330853168083,0.03
0.39,0.5,0.009950330853168083,0.009950330853168083,1,0.33,0.32,0.4,0.39,0.019802627296179712,0.05
0.83,0.5,0.019802627296179712,0.0,21,0.73,0.67,0.78,0.26,0.009950330853168083,0.63
0.66,0.0,0.009950330853168083,0.0,48,0.4,0.39,0.46,0.29,0.019802627296179712,0.05
0.66,0.5,0.412109650826833,0.058268908123975775,24,0.74,0.77,0.64,0.57,0.04879016416943201,0.2
0.58,0.0,0.30010459245033805,0.09531017980432487,1,0.49,0.48,0.48,0.55,0.058268908123975775,0.07
0.8,0.0,0.12221763272424921,0.009950330853168083,21,0.61,0.56,0.31,0.56,0.009950330853168083,0.64
0.23,0.5,0.598836501088704,0.039220713153281295,21,0.38,0.41,0.73,0.47,0.04879016416943201,0.1
0.61,0.5,0.0,0.009950330853168083,31,0.59,0.56,0.52,0.65,0.019802627296179712,0.11
0.7,0.0,0.058268908123975775,0.009950330853168083,47,0.17,0.19,0.26,0.8,0.019802627296179712,1.0
0.77,0.5,0.0295588022415444,0.0,21,0.56,0.49,0.75,0.69,0.009950330853168083,0.07
0.23,0.0,0.598836501088704,0.058268908123975775,25,0.04,0.02,0.43,0.87,0.0295588022415444,0.02
0.72,0.5,0.009950330853168083,0.0,33,0.65,0.6,0.63,0.2,0.0,0.55
0.82,0.5,0.10436001532424277,0.009950330853168083,13,0.69,0.63,0.39,0.54,0.009950330853168083,0.04
0.53,0.5,0.2851789422336624,0.0295588022415444,47,0.54,0.52,0.62,0.22,0.058268908123975775,1.0
0.59,0.5,0.1310282624064041,0.019802627296179712,64,0.46,0.45,0.52,0.37,0.04879016416943201,0.37
0.72,0.5,0.06765864847381481,0.019802627296179712,33,0.65,0.67,0.5,0.58,0.0295588022415444,0.33
0.58,0.0,0.08617769624105233,0.12221763272424921,79,0.48,0.47,0.4,0.46,0.13976194237515868,0.09
0.55,0.0,0.173953307123438,0.009950330853168083,21,0.59,0.61,0.62,0.29,0.0295588022415444,0.28
0.84,0.5,0.10436001532424277,0.009950330853168083,55,0.86,0.86,0.55,0.85,0.019802627296179712,0.12
0.7,0.0,0.019802627296179712,0.0,21,0.72,0.7,0.7,0.52,0.009950330853168083,0.15
0.7,0.5,0.04879016416943201,0.0295588022415444,7,0.67,0.6,0.39,0.53,0.039220713153281295,0.03
0.74,0.5,0.0295588022415444,0.009950330853168083,77,0.63,0.56,0.63,0.44,0.009950330853168083,0.22
0.81,0.5,0.2776317365982795,0.0,35,0.82,0.74,0.67,0.3,0.0,0.05
0.74,0.5,0.10436001532424277,0.0,41,0.69,0.63,0.49,0.21,0.0,0.78
0.88,0.5,0.0,0.0,17,0.87,0.8,0.56,0.54,0.0,0.46
0.65,0.5,0.039220713153281295,0.009950330853168083,63,0.54,0.51,0.67,0.21,0.0295588022415444,0.34
0.56,0.0,0.14842000511827327,0.019802627296179712,9,0.5,0.48,0.54,0.55,0.009950330853168083,0.22
0.8,0.5,0.0295588022415444,0.0,29,0.87,0.89,0.4,0.84,0.009950330853168083,0.14
0.87,0.5,0.039220713153281295,0.0,13,0.82,0.74,0.43,0.52,0.0,0.37
0.62,0.0,0.11332868530700317,0.009950330853168083,48,0.63,0.61,0.6,0.0,0.0295588022415444,0.06
0.41,0.5,0.0295588022415444,0.009950330853168083,35,0.46,0.45,0.48,0.41,0.0295588022415444,0.24
0.87,0.5,0.058268908123975775,0.009950330853168083,7,0.88,0.84,0.36,0.43,0.019802627296179712,0.4
0.77,0.5,0.019802627296179712,0.0,9,0.71,0.67,0.36,0.56,0.009950330853168083,0.22
0.23,0.5,0.598836501088704,0.12221763272424921,41,0.31,0.34,0.46,0.28,0.13976194237515868,0.69
0.5,0.0,0.0,0.009950330853168083,33,0.56,0.59,0.08,0.7,0.058268908123975775,0.11
0.73,0.5,0.058268908123975775,0.019802627296179712,45,0.68,0.59,0.4,0.48,0.04879016416943201,0.02
0.63,0.0,0.019802627296179712,0.009950330853168083,64,0.36,0.32,0.66,0.3,0.04879016416943201,0.25
0.33,0.0,0.3852624007906449,0.009950330853168083,48,0.54,0.57,0.41,0.42,0.039220713153281295,0.1
0.23,0.5,0.598836501088704,0.12221763272424921,43,0.27,0.28,0.53,0.25,0.12221763272424921,0.05
0.91,1.0,0.039220713153281295,0.0,47,0.93,0.91,0.24,0.4,0.0,0.16
0.8,0.5,0.0295588022415444,0.0,23,0.79,0.74,0.42,0.65,0.0,0.04
0.87,0.5,0.039220713153281295,0.0,9,0.93,0.89,0.44,0.51,0.0,0.01
0.58,0.0,0.039220713153281295,0.0295588022415444,9,0.52,0.5,0.6,0.66,0.039220713153281295,0.29
0.41,0.0,0.23901690047049992,0.04879016416943201,63,0.47,0.46,0.6,0.18,0.04879016416943201,0.1
0.34,0.5,0.5068176023684519,0.019802627296179712,33,0.46,0.45,0.51,0.08,0.0295588022415444,0.05
0.49,0.0,0.18232155679395465,0.039220713153281295,53,0.29,0.34,0.4,0.67,0.039220713153281295,0.36
0.7,0.5,0.058268908123975775,0.009950330853168083,37,0.52,0.47,0.52,0.47,0.019802627296179712,0.22
0.36,0.0,0.44468582126144574,0.04879016416943201,53,0.45,0.46,0.63,0.5,0.04879016416943201,0.17
0.54,0.5,0.36464311358790924,0.009950330853168083,6,0.64,0.65,0.33,0.18,0.019802627296179712,0.15
0.69,0.5,0.009950330853168083,0.009950330853168083,18,0.68,0.66,0.39,0.08,0.019802627296179712,0.14
0.4,0.5,0.15700374880966475,0.019802627296179712,29,0.5,0.48,0.31,0.17,0.0295588022415444,1.0
0.91,1.0,0.0295588022415444,0.0,17,0.91,0.88,0.36,0.57,0.0,0.1
0.63,0.5,0.09531017980432487,0.019802627296179712,34,0.54,0.52,0.4,0.68,0.039220713153281295,0.24
0.37,0.5,0.12221763272424921,0.0295588022415444,81,0.34,0.33,0.4,0.37,0.058268908123975775,0.12
0.48,0.0,0.04879016416943201,0.019802627296179712,9,0.36,0.33,0.36,0.64,0.039220713153281295,0.04
0.41,0.0,0.009950330853168083,0.009950330853168083,6,0.36,0.38,0.11,0.49,0.019802627296179712,0.21
0.9,0.5,0.039220713153281295,0.009950330853168083,38,0.8,0.8,0.1,0.49,0.009950330853168083,0.7
0.64,0.0,0.009950330853168083,0.019802627296179712,35,0.5,0.48,0.52,0.27,0.08617769624105233,0.13
0.7,0.5,0.019802627296179712,0.0,11,0.56,0.53,0.69,0.83,0.0,0.13
0.64,0.5,0.019802627296179712,0.009950330853168083,9,0.57,0.5,0.59,0.5,0.019802627296179712,0.24
0.47,0.0,0.12221763272424921,0.04879016416943201,37,0.23,0.31,0.22,0.54,0.12221763272424921,0.04
0.61,0.5,0.058268908123975775,0.019802627296179712,37,0.6,0.57,0.65,0.39,0.04879016416943201,0.14
0.72,0.5,0.0,0.0,29,0.81,0.83,0.31,0.94,0.009950330853168083,0.22
0.73,0.5,0.039220713153281295,0.0,5,0.51,0.52,0.56,0.55,0.009950330853168083,0.17
